             Australian Bureau of Statistics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97
"6291.0.55.001 - Modelled estimates of labour force status by SA4, July 2016 to July 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Released at 11.30 am (Canberra time) 22 August 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 2 - Unemployed persons ('000) by SA4, July 2016 to July 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA4,2024-07-01 00:00:00,2024-06-01 00:00:00,2024-05-01 00:00:00,2024-04-01 00:00:00,2024-03-01 00:00:00,2024-02-01 00:00:00,2024-01-01 00:00:00,2023-12-01 00:00:00,2023-11-01 00:00:00,2023-10-01 00:00:00,2023-09-01 00:00:00,2023-08-01 00:00:00,2023-07-01 00:00:00,2023-06-01 00:00:00,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-03-01 00:00:00,2023-02-01 00:00:00,2023-01-01 00:00:00,2022-12-01 00:00:00,2022-11-01 00:00:00,2022-10-01 00:00:00,2022-09-01 00:00:00,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-06-01 00:00:00,2022-05-01 00:00:00,2022-04-01 00:00:00,2022-03-01 00:00:00,2022-02-01 00:00:00,2022-01-01 00:00:00,2021-12-01 00:00:00,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-09-01 00:00:00,2021-08-01 00:00:00,2021-07-01 00:00:00,2021-06-01 00:00:00,2021-05-01 00:00:00,2021-04-01 00:00:00,2021-03-01 00:00:00,2021-02-01 00:00:00,2021-01-01 00:00:00,2020-12-01 00:00:00,2020-11-01 00:00:00,2020-10-01 00:00:00,2020-09-01 00:00:00,2020-08-01 00:00:00,2020-07-01 00:00:00,2020-06-01 00:00:00,2020-05-01 00:00:00,2020-04-01 00:00:00,2020-03-01 00:00:00,2020-02-01 00:00:00,2020-01-01 00:00:00,2019-12-01 00:00:00,2019-11-01 00:00:00,2019-10-01 00:00:00,2019-09-01 00:00:00,2019-08-01 00:00:00,2019-07-01 00:00:00,2019-06-01 00:00:00,2019-05-01 00:00:00,2019-04-01 00:00:00,2019-03-01 00:00:00,2019-02-01 00:00:00,2019-01-01 00:00:00,2018-12-01 00:00:00,2018-11-01 00:00:00,2018-10-01 00:00:00,2018-09-01 00:00:00,2018-08-01 00:00:00,2018-07-01 00:00:00,2018-06-01 00:00:00,2018-05-01 00:00:00,2018-04-01 00:00:00,2018-03-01 00:00:00,2018-02-01 00:00:00,2018-01-01 00:00:00,2017-12-01 00:00:00,2017-11-01 00:00:00,2017-10-01 00:00:00,2017-09-01 00:00:00,2017-08-01 00:00:00,2017-07-01 00:00:00,2017-06-01 00:00:00,2017-05-01 00:00:00,2017-04-01 00:00:00,2017-03-01 00:00:00,2017-02-01 00:00:00,2017-01-01 00:00:00,2016-12-01 00:00:00,2016-11-01 00:00:00,2016-10-01 00:00:00,2016-09-01 00:00:00,2016-08-01 00:00:00,2016-07-01 00:00:00
102 Central Coast,8.06382449,7.46653699,7.20514023,7.31814701,8.29332337,6.69701102,8.214655,6.30131134,6.29521492,6.59334399,5.92051529,6.57445084,7.59199007,5.0107305,5.85057155,6.395823,6.66656304,6.34503167,6.55041022,5.91621525,6.30587537,5.57417494,6.43508911,6.65075912,6.65224332,6.65580338,6.58693711,6.6006092,7.91364049,7.07825541,8.15326262,6.40673826,8.81497763,9.27395809,6.89996101,8.67053411,7.87424835,10.11264399,9.69098762,9.81831193,11.04185787,11.09643533,11.32278117,10.861382,11.55471257,11.38602684,11.71186912,11.01492317,11.29847857,11.08500663,11.00177418,12.23723534,10.32891294,10.42616328,10.04805919,9.40865314,9.29484887,9.39749398,9.71074803,9.13901972,10.15781322,9.9246751,10.53985337,10.17375274,9.90407393,9.88003426,8.36139567,9.15422282,7.74066866,9.18392882,9.08263941,9.3758045,9.79889999,9.0161945,9.4892757,9.50279649,10.14694547,10.96587459,10.4687366,8.88369223,8.36228118,8.97778655,9.24712792,9.41521073,9.91504042,9.81593322,8.69810463,9.30932348,10.680269,11.00210798,11.24380319,9.532474,8.94474974,8.89940922,8.68228198,9.31264703,9.84396235
115 Sydney - Baulkham Hills and Hawkesbury,5.06741577,4.80680492,4.96464921,5.06097346,5.35246879,4.59060325,5.33543002,4.17456091,4.10240649,3.67510496,3.64010241,4.12656605,3.82089115,3.19798008,3.90802414,3.8820884,4.19474004,4.60591131,3.83325832,3.40719632,4.07129435,3.61638654,3.72446375,4.42526142,3.56795265,3.021461,4.89274152,4.66114518,4.97955151,4.40558157,5.36617472,4.90315676,4.79181474,5.93279495,5.65801418,5.67360449,5.26106949,6.05070518,7.50096221,7.80245754,7.64954645,8.32200424,9.06519852,8.51120052,7.63103358,8.52596142,9.12701765,9.14242927,9.53499638,8.56531016,7.8885697,6.96350114,6.2656225,4.81625466,5.34435481,4.50548148,4.68178801,4.91325947,4.32546835,4.21260527,4.58349058,4.95560383,4.52625351,4.43030743,4.77235923,4.69200585,4.31093326,4.50580534,4.32310796,4.39581453,3.94005377,4.62929447,4.75279231,4.54659643,4.84005506,4.5318674,5.31626141,4.95780122,5.15741183,4.52792018,4.20248643,4.45212855,4.34224335,4.40214999,4.75059016,4.5554936,4.32897903,4.81871622,5.14435084,5.60316196,5.5431979,5.30745866,4.69986651,4.73481126,4.55137975,4.7214607,4.71075329
116 Sydney - Blacktown,13.1712508,10.64253871,12.0138204,12.8118414,11.14420371,11.09808712,13.80305727,10.20176518,9.54573598,9.64291938,9.491359,10.01045766,10.9335466,8.45303963,7.65857668,9.96242951,10.31288374,9.67572392,9.80493861,8.80089249,8.71706548,7.22943096,7.85531391,9.64205849,9.5185457,8.78873395,10.96313462,9.02188983,11.95625858,11.00752876,11.32911688,9.4473216,10.56185012,13.33673326,11.21748462,11.68980417,12.21387916,13.68796688,12.96631718,14.93244155,16.4394784,17.04575956,17.27572667,16.46406863,14.40868354,15.82435562,16.28193913,16.72644154,16.74940756,15.89620385,14.79891094,15.22303626,13.58384037,13.3059351,13.58110914,12.06070539,10.70660698,12.57822395,11.32203485,11.34377283,12.20950001,10.57941579,11.57691646,12.86213892,11.71274565,12.36254488,11.08967695,9.82396939,10.20703039,10.57981799,10.83212244,11.75877,10.71782671,8.95555725,11.44854707,11.36659153,13.13798717,12.54191393,13.22867593,10.91956376,11.3762044,10.25107533,11.16714419,11.46811101,11.0103614,11.52897241,11.87748819,10.04992252,13.88900983,13.53773163,12.41318626,12.29097091,10.26411417,11.59971846,11.50337042,11.50490743,11.94022933
117 Sydney - City and Inner South,9.25185209,8.6860467,9.22128245,9.94337071,9.7022159,9.31243228,9.87795751,7.95066901,7.72417525,8.79787224,6.90979455,8.44192066,7.78338093,6.38730265,6.90387361,7.27640909,8.24470848,7.5488836,8.05683076,7.0328592,6.60062419,6.85993839,7.64917485,6.07319798,7.3288343,7.52694038,7.95939804,7.65595456,8.95764001,8.23878515,9.76367058,9.41620721,9.03496999,11.26252895,9.94730089,10.17036983,9.88756573,11.85071484,10.53809165,12.02456385,13.7452356,13.77443455,14.53708369,14.19989656,13.56744166,14.63924081,14.78825769,14.99071101,16.52452536,15.58774399,12.75731513,14.04456418,10.85550285,9.60602182,10.21211048,8.50544383,7.88311579,9.57523547,9.02117476,7.68677897,9.03048354,9.57703104,9.4840665,9.83227226,9.037977,8.71868471,8.811995,7.97404656,7.72319712,7.76567569,8.06494724,9.32422347,9.57626536,8.98378343,9.61149184,9.15492429,11.02508414,10.46731732,11.45784656,8.95335859,8.50020366,9.80245804,8.75011837,10.01071851,10.12514614,9.36221862,9.92711937,8.78130014,10.20488652,11.21783227,11.90153862,10.18606605,10.49393723,9.61450949,9.20858098,9.56470705,9.68914459
118 Sydney - Eastern Suburbs,3.92310016,4.29123019,3.84029461,4.51874761,4.63768189,4.22396451,4.88580252,4.02662788,3.81416814,3.6515007,3.79943441,3.90386844,2.95719271,3.20172203,3.53846437,3.14608346,4.02976204,4.24243007,3.74678858,3.27755209,3.02183821,3.16325568,3.37930086,3.88584278,3.58842619,3.63532681,4.17243561,3.51731179,4.48089376,4.44800538,4.87016033,4.49987993,4.09873914,5.5073846,5.13684961,5.27135253,4.73837455,5.48804683,5.90646082,6.1059522,6.99448336,7.68625347,7.87400254,7.50768863,6.80485378,7.66661423,8.58272547,7.98584162,8.65951109,8.55625374,7.66035346,7.25976423,5.35935423,4.518479,4.52263815,4.30162846,4.16879557,4.50692196,4.28861898,4.59415525,4.21232262,3.85136416,4.59624702,5.04567569,5.10092391,4.61461463,4.32248019,3.7561989,4.19300763,4.18410968,3.88396995,4.4898223,5.03980986,4.41824284,4.3817321,4.41085069,4.97856733,5.18869205,4.94860839,4.7457547,4.48328868,4.29647099,4.22514783,4.6223377,4.64830432,4.47282882,4.93772667,4.18522771,5.30558347,5.69882804,5.74386927,4.9893349,4.20415291,4.51059792,5.21709519,5.59046755,4.53853207
119 Sydney - Inner South West,14.04816643,16.62621545,15.22965669,14.48237757,16.71021057,14.16122134,17.48149411,12.47900413,12.68782878,13.08545026,15.4371213,13.13355761,10.18504596,9.39335663,11.85576531,13.54586451,10.77223306,12.50656725,11.99649186,12.01656288,11.45370849,11.27261329,12.35599322,14.8342727,11.94481369,12.22695094,15.92023986,11.73875292,14.72838296,14.62788134,17.49213458,14.07719685,18.13876832,20.72566353,15.86072441,15.66015831,19.31402567,19.11927986,19.8457671,20.95779588,20.65318528,24.16557413,24.76369313,24.83642788,22.33110385,24.21276576,24.52671357,22.07496397,25.68730607,23.86953975,20.5295483,23.85849247,18.71368846,17.18164065,14.26736208,15.57645035,14.6373554,15.99453655,16.39306893,14.28225054,15.57673571,15.92151414,16.03394948,15.70164291,18.23710917,16.4485174,14.12712076,13.85893449,13.60235351,15.14993818,14.64597349,15.58310075,17.48304249,15.20332859,16.1802318,17.07042092,17.84279381,17.3265223,18.56993725,17.15588014,16.54469954,12.74339918,16.01358184,16.25416048,18.00135989,17.08309501,15.08468475,14.36683634,16.63831403,19.79039268,17.82388003,17.3434567,14.71319148,15.88957185,17.10537105,16.55213017,17.99167636
120 Sydney - Inner West,6.15082058,5.98813566,6.46639036,6.68124659,6.70003112,5.66679662,6.84122828,5.8375752,5.26074164,4.46400564,4.963629,5.93202456,5.28152488,4.8261622,4.99371791,5.85167534,5.51078873,5.24944372,5.08286084,4.73073786,4.99782847,4.54973593,5.11016473,5.71577539,4.89752725,4.83269809,5.27016662,5.34872001,6.99273229,7.04552464,6.71532013,4.87415608,7.16437787,8.69231019,6.86989074,6.82442603,7.28426388,8.54581954,8.76935735,9.0089056,9.03008168,10.70415181,10.46174119,10.66160097,9.84347781,10.10212984,11.7187183,11.23912976,12.75961638,10.23605958,10.38725788,9.99086557,7.80827031,7.2882311,7.2597034,5.60843091,5.28611624,6.30833253,6.64683438,6.19419285,5.6204008,6.77864967,6.76248599,6.28064932,6.48797599,6.24568621,6.24028873,6.48361867,5.17679515,5.78255213,5.84493345,6.26057655,6.31213843,6.24110821,6.77845585,7.33490045,7.936442,7.54475863,7.24532626,6.89253292,6.43415752,5.96636931,7.19482752,6.47934634,6.85928417,6.76515886,6.5459496,6.71354875,7.69521566,7.40677762,7.81735729,6.9188629,5.92229855,6.50710433,6.81714456,7.13726174,7.32967524
121 Sydney - North Sydney and Hornsby,8.38803593,8.78144957,6.89827495,7.68645037,8.81744942,7.97226481,8.34718186,7.43099717,7.14611764,6.58188186,5.56447498,8.2898331,5.99641707,5.93590937,6.57877183,6.91715532,6.90908575,6.31950669,6.52618888,6.1009827,4.93772393,6.09914664,6.33673578,6.85076582,6.72556845,5.88471348,7.80121356,6.91892005,7.99318983,7.80342212,8.42729449,7.79115435,9.14146318,9.81383017,8.68127292,9.88730332,8.73528593,10.50956711,10.22051734,12.71194249,14.71706901,13.95785728,14.50189784,13.44411209,14.6623148,16.06328273,16.63857181,15.43374482,18.63897317,15.32341404,14.26460622,11.87970786,8.16222321,9.22928831,8.01142752,8.36377515,7.91363429,8.16377499,7.65090446,7.46469344,7.81470219,8.53727065,7.3958745,8.4403759,8.20012702,8.59329947,7.81591259,7.49798273,6.3905774,7.97845609,6.59176438,6.91097895,8.38750084,8.43027869,7.82085059,8.60390188,9.12332718,8.180574,9.05716928,8.94978492,8.20805107,7.20761146,7.26386866,8.31918784,8.90123799,7.49175418,8.35734039,8.24595939,10.31088885,9.05764525,8.52287016,9.04367033,8.61067814,7.88409869,7.30946426,8.38160411,8.82919397
122 Sydney - Northern Beaches,3.79553753,3.94939921,3.57963171,4.1194987,3.65591147,4.21457243,3.61152696,3.44456186,2.57356466,3.30806268,2.94360823,3.3339455,2.73805674,2.84591579,2.69964514,3.37778372,3.44865503,3.58277861,2.83574675,2.98236804,3.40577892,2.64058929,3.3076412,3.30382722,2.96514513,3.34055545,3.92134971,3.66925826,3.81976077,3.5990712,4.23802429,3.97826494,4.29814044,5.67833654,4.26963,4.44201883,4.55745596,4.76727187,5.85653928,6.29138578,5.82637791,7.18395957,7.10999819,6.79099703,7.19046845,7.22468878,8.5381336,7.62704519,9.01437922,8.66419454,7.70847598,6.68846151,5.06692524,4.27676007,4.63453415,4.12686319,4.25032668,4.09825052,3.72898134,3.61643145,3.9990129,4.2462683,4.15882285,4.33679111,4.22142663,4.45521779,3.95830737,3.76857195,3.19098551,3.4919674,3.75268338,3.74269286,3.87318172,3.74752314,4.10987947,3.96467835,4.31990616,4.65766197,4.30294423,4.11731598,3.75176655,3.86444007,3.4379428,3.83480972,4.26379565,4.38483807,3.37018318,3.51088601,4.04263755,4.70607288,4.18469114,4.71423319,3.88899977,4.33336175,3.4706563,4.66667769,3.81374998
123 Sydney - Outer South West,7.77127513,7.41722139,6.86459215,7.36479177,7.58161476,6.88646919,8.3483653,6.52352772,6.33534225,6.48612687,5.81477287,6.85541838,6.02321396,5.10656216,5.84269297,7.22269725,6.10544847,5.98781157,6.22719672,5.78242025,5.99689357,5.59555163,5.49086246,6.08320574,6.57716419,6.86439215,6.5631957,6.60835997,7.56321309,7.74518217,7.47467824,7.09200877,7.36331097,8.82739212,7.64513551,7.69374345,7.25867176,9.28054894,9.43303493,9.37193343,10.90411898,10.89575251,10.94328816,10.62110985,10.27885256,10.93921158,10.94943137,11.01831892,10.90077771,10.35953153,9.35589908,10.76369712,9.19001854,8.52443214,7.90505246,7.06807196,8.02767623,7.844595,7.19618525,7.45223545,7.80558968,7.66935807,7.62751505,8.00671097,7.37214378,7.72729037,7.45358069,6.76720979,6.56506294,6.95829255,6.77122925,7.21773751,7.33174694,7.07483161,7.52173576,7.8501476,8.20362832,7.82805097,8.21046473,7.5045502,6.75154023,7.4347451,6.48980218,7.0902449,7.12599831,7.43102209,7.45463612,7.33733523,8.78596477,8.52771698,8.36126453,7.98907677,7.50235239,7.16217453,6.69504227,6.96224164,7.48271626
124 Sydney - Outer West and Blue Mountains,7.82873748,7.52389104,7.39178292,7.25239407,7.03879608,7.48172689,8.36492998,6.42706554,5.86133753,6.36803612,6.23265023,6.15527642,6.23895725,5.39559304,5.50650406,5.89292261,6.75013313,6.58973068,6.09823007,6.35460224,4.30922235,5.43247801,6.41135208,6.65136444,6.27135012,5.98106327,7.67290372,5.7259601,6.36103509,7.21012922,7.69462473,7.19591653,6.64641814,9.24922178,7.31904456,7.60552342,8.20352993,8.67886892,8.6275629,10.05276588,10.35736835,9.8607376,9.57416233,9.80911616,10.01914414,10.70995302,10.99062682,10.18943082,11.61623128,10.65982303,10.37213141,9.9062591,9.12868528,9.59088071,9.99716307,7.61169706,8.02915295,9.02350122,8.10116091,8.5080006,7.7744283,8.6963442,8.06971556,8.35914202,8.46195379,8.48019999,7.4056922,7.80629225,7.00433459,6.53206789,7.9149157,7.05767948,8.35760688,7.31307961,6.68540947,7.85171537,10.10971167,8.73017922,8.52491612,7.85416189,7.92173079,7.75296378,7.92658164,8.3330713,8.19767995,7.79610958,8.01609944,8.42752326,8.86660131,9.51620325,8.34605577,8.11461129,7.85747279,8.28693626,8.45737237,7.67685774,8.6996234
125 Sydney - Parramatta,15.49506155,14.51952143,11.97314137,16.21703574,15.81548386,16.25871577,14.85583562,10.18775223,10.44669949,14.13457901,11.63321847,12.69072138,12.51147496,10.00677648,10.13276413,13.01267725,12.82938455,11.85876649,11.42029722,9.65483733,11.00107945,10.82797014,11.67607005,11.81688487,9.31614465,12.09461274,14.65154025,11.79992442,13.90872955,13.16344058,15.36671348,13.94064634,15.88511496,18.52763044,13.09833387,15.31849935,15.09965908,17.92078764,18.30926127,19.68698271,19.80962885,21.86089976,21.37131639,22.19584711,22.15194664,21.71242714,22.64367955,21.2188858,22.73903023,22.43968483,19.34464289,17.72708045,16.01220082,15.69112191,15.60035934,14.72484842,12.98915149,15.33990463,14.25962625,13.53932798,15.04339003,15.11643609,15.8259265,14.17201419,14.79523287,14.40787123,13.81913257,15.03731823,12.11228648,13.54744499,13.03129023,14.20057519,14.93820516,14.28471079,15.37025937,13.97213531,16.02145774,15.96785093,17.43014419,14.00979369,13.3514654,11.77024935,13.97512722,15.29861111,13.91275482,13.0363549,13.45778761,14.05534517,15.82907178,18.04739424,17.07661867,14.73934935,14.4905477,14.02242582,13.47999818,14.22908562,15.33763596
126 Sydney - Ryde,4.95874588,4.68530686,4.35674866,4.55811356,4.47121109,4.74672862,5.24968723,3.91630924,3.65309762,3.86842965,3.69399345,4.10682079,3.62199593,3.27999804,3.52660342,3.99995197,3.65404217,3.69343089,3.69881668,3.11308613,3.56380437,3.25477269,3.57014753,3.49764269,3.57923089,3.49599812,4.26666345,3.7450601,4.61713998,4.30062939,5.14991594,5.01638199,4.39306303,6.00574535,4.7941424,5.0513046,5.38706119,5.67588103,6.34572086,6.45615403,5.96825294,8.14803257,8.28072356,8.078373,7.31853136,7.17908479,8.19906193,7.92336679,9.14845315,7.7205594,7.32840283,6.88458078,5.07575619,5.00535047,5.19529403,4.28622955,4.3377014,4.60589294,4.41106612,4.33386949,4.36577976,4.15655075,4.75683123,4.65607053,4.59151912,4.50409226,4.35583806,3.93106046,3.91501113,4.21589736,4.17599397,4.07677288,4.00352202,3.84849534,4.3223529,4.7198822,4.77715137,4.94800079,5.14321792,4.32741771,4.08060042,3.97048908,4.36035864,5.05236156,4.58180238,4.58452276,4.5763924,4.05157336,5.52567427,5.53714291,4.66834594,4.86092855,4.48551677,4.78564374,4.49602894,4.7727574,4.48889051
127 Sydney - South West,13.61342092,13.75930084,14.72709755,13.9489173,14.13496681,14.7021896,19.20024154,11.38682124,13.52735181,11.16140224,11.35541052,14.22113473,9.75146981,11.24045032,11.43114507,11.69911682,12.63338006,12.84141301,11.67865098,11.29507191,10.14749154,10.14459784,11.94300895,9.92191653,12.89748321,11.44235209,14.54836388,11.55228197,13.68775248,14.9914067,15.08101873,14.13796372,14.53973413,16.83900209,13.41401482,14.33825134,15.94610969,17.41604958,16.99391995,17.45360904,20.61335302,20.34092787,20.37157535,21.8014677,18.164083,19.54904296,21.33746892,20.53818746,21.39534971,18.02400118,16.92868615,19.48672469,18.56190275,17.80034681,15.28153854,15.8979664,16.02711498,16.41227553,14.46539007,15.49429031,16.1689144,15.12547866,15.96705978,15.24578236,15.79394194,16.97416315,12.60956711,15.14790006,14.39379087,13.93141411,14.55916185,15.71675957,14.19627945,16.33996586,14.6660634,16.09593776,16.4877646,16.13577942,17.25998919,14.85234962,12.93560054,14.75719837,14.41379221,15.11224486,14.73217992,13.19487259,14.01277779,15.08306572,16.32402002,16.61678385,15.39885872,15.19330503,12.55834436,12.89674867,15.59395735,14.50271641,13.37113503
128 Sydney - Sutherland,3.3017122,3.15872271,2.65590449,3.07276512,3.01186061,3.09471083,3.36601668,2.61792106,2.49178579,2.6424838,2.39647129,2.56610834,2.37650218,2.28417488,2.44067647,2.40892304,2.47229948,2.77962358,2.65559163,2.08388449,2.36533688,2.30976449,2.65115354,2.15498479,2.58522565,2.59780899,2.93517973,2.503591,3.33544478,2.52506622,3.59511967,2.71453533,3.47538281,3.64304334,3.3875243,3.46688173,3.42525364,4.04549275,4.25428861,4.01847542,4.44413757,5.19458416,5.45119839,4.46749334,4.25636688,4.89173558,5.88917327,5.92150512,5.81577232,5.35001564,5.51902521,4.35443713,3.7630316,4.120442,3.19790195,2.93739362,2.81965654,3.60954114,3.18362237,3.28674046,3.17813405,3.55710774,3.5317736,3.46015425,3.07262687,3.44485604,2.9494097,3.02680914,2.56889347,3.27933602,3.3687094,3.43730946,2.88375325,3.18296224,3.6613809,3.66104905,3.69717379,3.82244366,3.88946513,3.30074615,3.42030664,2.9692168,3.14519702,3.47298836,3.46179894,3.25120012,3.48724897,3.28454331,3.56138599,3.92056691,4.39559631,3.84955269,3.32271984,3.63748815,3.397476,3.40155846,3.88813591
101 Capital Region,3.94263502,3.61497679,3.30544543,3.98465672,3.89905205,3.23104761,4.38198659,3.2623886,3.07438687,3.5919242,3.11071294,3.36806106,3.45129736,3.10542057,2.67044969,3.42094866,3.05419739,3.01179529,3.38335903,3.22974674,3.20470808,3.19554313,2.81020829,3.27806261,3.34079539,3.3852894,3.59720726,3.40767708,4.02934001,4.08214318,4.044599,3.61625256,3.98429629,4.62881865,4.44238721,3.87840781,3.77837298,4.95445631,4.24802896,4.3896955,4.53408649,5.03503541,5.62091001,4.59253437,5.65041995,5.27223733,6.31550138,4.89222935,6.02280956,6.13330794,5.6836378,5.52633999,4.92425022,5.10394458,4.60155465,4.12743237,4.33413888,4.35269416,4.5844572,4.42317142,4.57722148,4.15612457,4.47450321,4.40415633,4.45520153,4.46828173,4.19347166,4.60279216,4.28013778,4.6360702,4.63614328,5.07664515,5.13521947,4.8011869,5.24452666,4.99229149,5.40542589,5.28054637,5.64902771,4.56059522,4.7849473,4.35645044,4.45781219,4.35435322,5.07722108,4.24090781,4.36728792,4.26758827,4.65270753,5.3498183,5.05221956,4.44381576,4.31378579,4.53407265,4.27118461,4.66641355,4.56940289
103 New South Wales - Central West,4.15013351,4.02112346,4.07856199,4.03209803,4.23325008,3.72078914,4.17122342,3.93931088,3.73700795,3.4054021,3.42074212,3.68710623,3.07768878,3.52243115,3.25292269,3.34809241,3.68628936,3.78006408,3.31579335,3.16279906,3.4993593,3.19915605,3.03030622,3.44282109,3.59145214,3.35190997,3.73611496,3.51482554,3.39869975,4.17039526,4.3644512,3.66884665,3.76139976,4.8435928,4.05349057,4.25997821,4.04833487,4.33426148,4.10054488,4.73449194,4.5581871,4.79765594,5.15399678,5.20348545,5.2092089,5.36737133,6.15113738,5.47889572,5.93763493,5.6720163,5.27143685,5.77341823,5.17938906,4.96574954,5.39646559,4.24613811,4.51409989,5.27846906,4.82522785,4.59608771,4.02805181,4.66390225,4.98195211,4.71129627,4.56295517,5.00218786,4.22606878,4.54911603,4.63796441,4.71196837,4.74612031,5.0467144,5.22680466,5.40178099,5.28011597,5.16230116,5.58340577,5.61176031,6.14287949,5.18573205,4.01742009,4.83871437,4.79572085,4.8695543,5.10313275,4.54474153,4.5471898,4.54263467,5.45120998,5.35387555,5.13878007,5.00653695,4.72296611,4.73369015,4.60511113,5.21953039,4.72880731
104 Coffs Harbour - Grafton,3.21044448,2.93550333,2.91822397,3.18423835,3.19883974,2.87566178,3.45614398,2.6261705,2.61040127,2.92495033,2.79827756,2.89304244,2.74979411,2.29201733,2.79523065,2.53993349,2.63275646,2.92668078,2.78620071,2.52078544,2.64336267,2.35777695,2.77885088,2.82859577,2.53921811,2.77280948,3.00262023,2.89758787,3.3568095,3.38638859,3.16385483,2.96766375,3.3878494,2.82079972,3.15161174,3.08149588,3.08672254,3.66958958,3.36772765,3.74618051,3.95881316,4.0923686,3.54172352,3.95193521,4.07132324,4.28147785,4.5983032,4.36052551,4.64086896,4.68065025,4.38218502,3.95211838,3.6794209,4.17870528,3.91172231,3.60652482,3.537292,3.69998545,3.51762059,3.65672973,3.42822228,3.40391121,3.60762866,3.43791543,3.64498575,3.5803785,3.59572515,3.53590261,3.53596297,3.70008974,3.80100431,3.88169961,4.02900001,3.9917047,4.06612259,4.01939611,4.29970576,4.32139749,4.42509092,3.58032569,3.55785233,3.7431951,3.38500769,3.68214464,3.6920668,3.59335268,3.53713852,3.53782244,4.04821085,4.06474117,3.98296804,3.61432591,3.49109049,3.57924694,3.38124831,3.64125387,3.65652853
105 Far West and Orana,2.44321794,2.14170849,2.27953369,2.33425682,2.44592942,2.40824289,2.45217695,2.20601079,1.98552759,2.04209449,2.11500781,2.29674178,2.10217801,1.87590292,1.92843385,2.20080165,2.16978436,2.17300753,2.12957218,2.03150327,1.89339074,1.84292197,2.05393151,1.88004849,1.95165731,2.02514218,2.18769431,1.97977332,2.12963801,2.21964203,2.27131876,2.08111566,2.20409603,2.42671526,2.21831637,2.25220484,2.2586421,2.44978093,2.40253823,2.24971017,2.65099501,2.86174348,2.89138317,2.93602866,2.5579724,2.8862888,2.80633391,2.80762417,2.95049107,2.70671197,2.58786189,2.84609632,2.73666347,2.72589452,2.70657711,2.44905247,2.41990928,2.73584649,2.46943353,2.53014298,2.49231358,2.49608322,2.5417423,2.48168772,2.31404845,2.55208637,2.40596056,2.46932716,2.39353841,2.52202768,2.47022493,2.50739327,2.77874255,2.56538336,2.79927302,2.63715925,2.92909724,2.9924332,3.03347751,2.54851136,2.27827352,2.48542035,2.40826166,2.43588736,2.45789098,2.39363258,2.39928146,2.26877557,2.59485611,2.75393352,2.72829102,2.41741232,2.42287855,2.49949003,2.43602915,2.60182551,2.72404495
